Q: 집에서 쓰는 건데 뭐 하나 없을까요? -> Keyword: 자동디스펜서 (Latency: 2.439s, Tokens: [P:3161, C:76, T:3237])
Q: 화장실 냄새 오래 잡아주는 거 있어요? -> Keyword: 탈취제 (Latency: 0.860s, Tokens: [P:3163, C:23, T:3186])
Q: 아이들 우산 잃어버리지 않게 이름 적는 거 있어요? -> Keyword: 이름표 (Latency: 1.406s, Tokens: [P:3167, C:61, T:3228])
Q: 냉장고 문 열 때 병 안 넘어지게 하는 거 있어요? -> Keyword: 병꽂이 (Latency: 1.318s, Tokens: [P:3166, C:33, T:3199])
Q: 여행 갈 때 귀 안 아프게 막는 거 있어요? -> Keyword: 귀마개 (Latency: 0.940s, Tokens: [P:3164, C:32, T:3196])
Q: 집에서 물컵 쏟아도 흡수 잘 되는 매트 있어요? -> Keyword: 규조토발매트 (Latency: 1.007s, Tokens: [P:3168, C:30, T:3198])
Q: 차 안에서 햇빛 때문에 대시보드 뜨거워지는 거 막는 거 있어요? -> Keyword: 자동차용 썬커튼 (Latency: 1.053s, Tokens: [P:3172, C:42, T:3214])
Q: 아이가 혼자 양치할 때 컵 엎지르지 않게 하는 거 있어요? -> Keyword: 유아용컵 (Latency: 1.081s, Tokens: [P:3171, C:34, T:3205])
Q: 여름에 모기 들어올 때 문에 붙이는 거 있어요? -> Keyword: 모기장 (Latency: 1.141s, Tokens: [P:3165, C:29, T:3194])
Q: 집에서 신발 정리 쉽게 하는 거 있어요? -> Keyword: 신발정리함 (Latency: 1.052s, Tokens: [P:3161, C:39, T:3200])
Q: 여행 갈 때 슬리퍼 따로 담는 주머니 있어요? -> Keyword: 슬리퍼주머니 (Latency: 0.985s, Tokens: [P:3165, C:31, T:3196])
Q: 아이들 물감 흘려도 안 새는 앞치마 있어요? -> Keyword: 방수앞치마 (Latency: 1.221s, Tokens: [P:3166, C:42, T:3208])
Q: 집에서 전선 발에 안 걸리게 정리하는 거 있어요? -> Keyword: 전선정리함 (Latency: 1.074s, Tokens: [P:3166, C:29, T:3195])
Q: 여름에 땀 닦을 때 들고 다니는 작은 수건 있어요? -> Keyword: 극세사타올 (Latency: 1.626s, Tokens: [P:3170, C:61, T:3231])
Q: 차 안에서 핸드폰 눈높이에 맞춰 세우는 거 있어요? -> Keyword: 핸드폰 거치대 (Latency: 1.676s, Tokens: [P:3168, C:63, T:3231])
Q: 아이들 장난감 소리 줄이는 바닥 매트 있어요? -> Keyword: 소음방지매트 (Latency: 0.881s, Tokens: [P:3165, C:27, T:3192])
Q: 여행 갈 때 눈 가리는 거 있어요? -> Keyword: 안대 (Latency: 1.258s, Tokens: [P:3160, C:45, T:3205])
Q: 그... 소파 다리에 끼워서 층간소음 안 나게 하는 거 있잖아요. 그거 어디 있어요? -> Keyword: 소음방지패드 (Latency: 1.272s, Tokens: [P:3180, C:27, T:3207])
Q: 해외여행 갈 때 돼지코 전압 변환기 어디서 찾아요? -> Keyword: 돼지코 전압 변환기 (Latency: 0.982s, Tokens: [P:3169, C:40, T:3209])
Q: 빨래 널 때 쓰는 집게 달린 동그란 거 어디 있나요? -> Keyword: 빨래집게 (Latency: 1.698s, Tokens: [P:3169, C:49, T:3218])
Q: 싱크대 물 막아주는 거... 그 고무로 된 거 어디 있죠? -> Keyword: 배수구망 (Latency: 0.822s, Tokens: [P:3168, C:22, T:3190])
Q: 차 앞유리에 붙여서 전화번호 써놓는 판 어디 있어요? -> Keyword: 차량용 번호판 (Latency: 1.896s, Tokens: [P:3167, C:44, T:3211])
Q: 벽에 못 안 박고 액자 걸 수 있는 찰흙 같은 거 어디 있나요? -> Keyword: 꼭꼬핀 (Latency: 0.792s, Tokens: [P:3170, C:26, T:3196])
Q: 노트북 열기 식혀주는 거... 밑에 받치는 거 어디 있어요? -> Keyword: 냄비받침 (Latency: 0.985s, Tokens: [P:3169, C:32, T:3201])
Q: 화장실 타일 사이에 바르는 하얀색 그거 어디 있죠? -> Keyword: 타일틈 메우기 (Latency: 1.269s, Tokens: [P:3168, C:44, T:3212])
Q: 물병 씻을 때 쓰는 길쭉한 솔 어디 있어요? -> Keyword: 병세척솔 (Latency: 1.277s, Tokens: [P:3167, C:57, T:3224])
Q: 캠핑 가서 고기 구울 때 쓰는 그물망 어디 있나요? -> Keyword: 캠핑그릴망 (Latency: 1.732s, Tokens: [P:3168, C:66, T:3234])
Q: 신발 뒤축 까졌을 때 붙이는 스티커 어디 있어요? -> Keyword: 신발보호스티커 (Latency: 1.121s, Tokens: [P:3166, C:39, T:3205])
Q: 옷에 뭐 묻었을 때 슥슥 문지르면 지워지는 펜 같은 거 어디 있죠? -> Keyword: 얼룩제거제 (Latency: 2.377s, Tokens: [P:3176, C:83, T:3259])
Q: 이거 바구니 이름은 모르겠는데, 칸막이 나눠진 거 더 없나요? -> Keyword: 칸막이정리함 (Latency: 1.054s, Tokens: [P:3173, C:31, T:3204])
Q: 자전거 체인에 치는 기름 어디 있어요? -> Keyword: 자전거 체인 오일 (Latency: 2.162s, Tokens: [P:3163, C:42, T:3205])
Q: 스마트폰 뒤에 붙여서 손가락 끼우는 거 어디 있나요? -> Keyword: 스마트폰 그립톡 (Latency: 1.160s, Tokens: [P:3169, C:48, T:3217])
Q: 이사할 때 그릇 싸는 뽁뽁이 어디서 찾아요? -> Keyword: 포장용 뽁뽁이 (Latency: 1.210s, Tokens: [P:3170, C:48, T:3218])
Q: 운동화 끈 안 풀리게 고정하는 거 어디 있죠? -> Keyword: 운동화 끈 고정장치 (Latency: 1.073s, Tokens: [P:3166, C:38, T:3204])
Q: 욕실 거울 김 안 서리게 하는 거 어디 있어요? -> Keyword: 김서림방지제 (Latency: 0.933s, Tokens: [P:3164, C:26, T:3190])
Q: 그... 찍찍이인데 전선 묶는 용도로 쓰는 거 어디 있나요? -> Keyword: 전선정리끈 (Latency: 0.854s, Tokens: [P:3169, C:29, T:3198])
Q: 아이들 서랍 못 열게 잠그는 거 어디 있어요? -> Keyword: 서랍잠금장치 (Latency: 0.975s, Tokens: [P:3164, C:37, T:3201])
Q: 베란다 창문 틈새 막는 스펀지 어디 있죠? -> Keyword: 틈새막이 스펀지 (Latency: 0.793s, Tokens: [P:3167, C:29, T:3196])
Q: 와인 마시고 남은 거 막아두는 마개 어디 있어요? -> Keyword: 와인마개 (Latency: 1.513s, Tokens: [P:3167, C:63, T:3230])
Q: 노트북 청소할 때 칙칙 뿌리는 바람 어디 있나요? -> Keyword: 청소포 (Latency: 1.107s, Tokens: [P:3169, C:36, T:3205])
Q: 강아지 털 옷에서 떼는 돌돌이 리필 어디 있어요? -> Keyword: 돌돌이 리필 (Latency: 1.097s, Tokens: [P:3169, C:33, T:3202])
Q: 다리 부었을 때 붙이는 시원한 패치 어디 있죠? -> Keyword: 쿨링패치 (Latency: 1.643s, Tokens: [P:3166, C:43, T:3209])
Q: 냉장고 안에 냄새 잡아주는 거 어디 있어요? -> Keyword: 탈취제 (Latency: 0.787s, Tokens: [P:3166, C:22, T:3188])
Q: 옷걸이에서 옷 안 흘러내리게 하는 거 어디 있나요? -> Keyword: 옷걸이 고정 클립 (Latency: 1.212s, Tokens: [P:3169, C:38, T:3207])
Q: 콘센트 구멍 아기들이 못 건드리게 막는 거 어디 있어요? -> Keyword: 콘센트 보호덮개 (Latency: 1.534s, Tokens: [P:3170, C:40, T:3210])
Q: 가죽 가방 닦는 크림 어디 있죠? -> Keyword: 가죽크리너 (Latency: 0.966s, Tokens: [P:3162, C:35, T:3197])
Q: 잠잘 때 귀에 꽂는 소음방지용 그거 어디 있어요? -> Keyword: 귀마개 (Latency: 0.730s, Tokens: [P:3168, C:24, T:3192])
Q: 바지 허리 클 때 줄이는 핀 어디 있나요? -> Keyword: 허리핀 (Latency: 1.110s, Tokens: [P:3163, C:47, T:3210])
Q: 우산 끝에 씌우는 커버 어디 있어요? -> Keyword: 우산끝커버 (Latency: 0.810s, Tokens: [P:3163, C:32, T:3195])
Q: 욕실 바닥 안 미끄럽게 붙이는 거 어디 있죠? -> Keyword: 미끄럼방지매트 (Latency: 1.107s, Tokens: [P:3165, C:30, T:3195])
Q: 컴퓨터 뒤에 선들 안 보이게 넣어두는 통 어디 있어요? -> Keyword: 선정리함 (Latency: 0.810s, Tokens: [P:3168, C:32, T:3200])
Q: 스테인리스 냄비 탄 거 닦는 가루 어디 있나요? -> Keyword: 매직블럭 (Latency: 1.818s, Tokens: [P:3167, C:86, T:3253])
Q: 차 안에서 핸드폰 자석으로 붙이는 거 어디 있어요? -> Keyword: 자석 핸드폰 거치대 (Latency: 1.001s, Tokens: [P:3166, C:40, T:3206])
Q: 발가락 사이 끼우는 거... 매니큐어 바를 때 쓰는 거 어디 있죠? -> Keyword: 발가락 보호대 (Latency: 1.234s, Tokens: [P:3173, C:48, T:3221])
Q: 커튼 달 때 구멍 없는 벽에 고정하는 거 어디 있어요? -> Keyword: 꼭꼬핀 (Latency: 0.718s, Tokens: [P:3168, C:26, T:3194])
Q: 배수구에 머리카락 안 들어가게 하는 스티커 어디 있나요? -> Keyword: 배수구망 (Latency: 0.801s, Tokens: [P:3169, C:26, T:3195])
Q: 옷장에 걸어두는 습기 제거하는 거 어디 있어요? -> Keyword: 제습제 (Latency: 0.979s, Tokens: [P:3167, C:22, T:3189])
Q: 물감 짤 때 쓰는 판 어디 있죠? -> Keyword: 튜브짜개 (Latency: 1.010s, Tokens: [P:3161, C:36, T:3197])
Q: 낚시 갈 때 쓰는 작은 의자 어디 있어요? -> Keyword: 접이식의자 (Latency: 1.638s, Tokens: [P:3163, C:55, T:3218])
Q: 등 긁는 효자손 어디 있나요? -> Keyword: 효자손 (Latency: 0.754s, Tokens: [P:3160, C:29, T:3189])
Q: 기름 요리할 때 얼굴에 안 튀게 막는 거 어디 있어요? -> Keyword: 기름막이판 (Latency: 1.042s, Tokens: [P:3168, C:39, T:3207])
Q: 입술 트지 말라고 바르는 거 어디 있죠? -> Keyword: 립밤 (Latency: 1.251s, Tokens: [P:3162, C:34, T:3196])
Q: 종이 자를 때 밑에 깔는 초록색 판 어디 있어요? -> Keyword: 커터판 (Latency: 1.759s, Tokens: [P:3168, C:70, T:3238])
Q: 화분 물 빠지는 구멍 막는 망 어디 있나요? -> Keyword: 배수구망 (Latency: 0.821s, Tokens: [P:3165, C:26, T:3191])
Q: 차 문 열 때 벽에 안 부딪히게 붙이는 거 어디 있어요? -> Keyword: 모서리보호대 (Latency: 0.828s, Tokens: [P:3169, C:32, T:3201])
Q: 손톱 깎고 옆에 다듬는 거 어디 있죠? -> Keyword: 손톱깎이 (Latency: 1.254s, Tokens: [P:3167, C:49, T:3216])
Q: 그... 과자 먹고 남은 거 집어놓는 집게 어디 있어요? -> Keyword: 청소집게 (Latency: 1.033s, Tokens: [P:3168, C:33, T:3201])
Q: 집 안에서 운동할 때 바닥에 까는 두꺼운 매트 어디 있나요? -> Keyword: 운동매트 (Latency: 1.077s, Tokens: [P:3169, C:31, T:3200])
Q: 신발 앞코 뾰족한 거 발 안 아프게 넣는 거 어디 있어요? -> Keyword: 신발 보호대 (Latency: 1.020s, Tokens: [P:3171, C:27, T:3198])
Q: 창문 잠그는 장치... 애들이 못 열게 하는 거 어디 있죠? -> Keyword: 창문잠금장치 (Latency: 1.268s, Tokens: [P:3168, C:47, T:3215])
Q: 가구 모서리에 부딪혀도 안 아프게 붙이는 거 어디 있어요? -> Keyword: 모서리보호대 (Latency: 1.014s, Tokens: [P:3170, C:38, T:3208])
Q: 비 올 때 가방 안 젖게 씌우는 거 어디 있나요? -> Keyword: 방수파우치 (Latency: 0.876s, Tokens: [P:3167, C:30, T:3197])
Q: 주방 싱크대 선반 높이 조절하는 거 어디 있어요? -> Keyword: 선반조절대 (Latency: 1.123s, Tokens: [P:3167, C:40, T:3207])
Q: 그... 쇠로 된 건데 문 뒤에 걸어서 옷 거는 거 어디 있죠? -> Keyword: 행거 (Latency: 1.494s, Tokens: [P:3171, C:58, T:3229])
Q: 세면대 뚫는 액체 말고 긴 막대기 같은 거 어디 있어요? -> Keyword: 배수구망 (Latency: 0.859s, Tokens: [P:3170, C:25, T:3195])
Q: 옷에 이름표 붙일 때 쓰는 테이프 어디 있나요? -> Keyword: 이름표 테이프 (Latency: 1.296s, Tokens: [P:3166, C:39, T:3205])
Q: 자동차 바퀴 휠 닦는 거 어디 있어요? -> Keyword: 휠클리너 (Latency: 1.675s, Tokens: [P:3165, C:63, T:3228])
Q: 벽지에 낙서한 거 지우는 거 어디 있죠? -> Keyword: 몬스터클리어젤 (Latency: 0.967s, Tokens: [P:3165, C:27, T:3192])
Q: 다이어리에 구멍 뚫는 기계 어디 있어요? -> Keyword: 다이어리 구멍 뚫기 기계 (Latency: 1.504s, Tokens: [P:3165, C:46, T:3211])
Q: 아이들 연필 잡는 법 교정해주는 거 어디 있나요? -> Keyword: 연필잡이 (Latency: 1.496s, Tokens: [P:3165, C:63, T:3228])
Q: 빨래 건조대 발에 끼우는 거 어디 있어요? -> Keyword: 발걸이 (Latency: 1.124s, Tokens: [P:3166, C:41, T:3207])
Q: 그... 유리창 닦을 때 쓰는 고무 달린 밀대 어디 있죠? -> Keyword: 유리창청소기 (Latency: 1.400s, Tokens: [P:3170, C:50, T:3220])
Q: 욕실 실리콘 곰팡이 지우는 젤 어디 있어요? -> Keyword: 곰팡이 제거제 (Latency: 1.164s, Tokens: [P:3168, C:28, T:3196])
Q: 여권 끼우는 커버 어디 있나요? -> Keyword: 여권케이스 (Latency: 1.228s, Tokens: [P:3161, C:36, T:3197])
Q: 자전거 바람 넣는 기계 어디 있어요? -> Keyword: 자전거 펌프 (Latency: 0.900s, Tokens: [P:3162, C:32, T:3194])
Q: 캠핑 가서 설거지한 거 말리는 망 어디 있죠? -> Keyword: 접이식 세척망 (Latency: 0.931s, Tokens: [P:3167, C:35, T:3202])
Q: 손목 아플 때 쓰는 보호대 어디 있어요? -> Keyword: 손목보호대 (Latency: 1.914s, Tokens: [P:3162, C:30, T:3192])
Q: 반지 너무 클 때 안쪽에 끼우는 거 어디 있나요? -> Keyword: 반지 사이즈 조절기 (Latency: 1.131s, Tokens: [P:3166, C:44, T:3210])
Q: 냉장고에 붙이는 타이머 어디 있어요? -> Keyword: 아날로그타이머 (Latency: 1.222s, Tokens: [P:3163, C:38, T:3201])
Q: 구두 신을 때 뒤에 대는 긴 거 어디 있죠? -> Keyword: 구두뒤꿈치보호대 (Latency: 0.996s, Tokens: [P:3164, C:40, T:3204])
Q: 머리 감을 때 쓰는 브러쉬 어디 있어요? -> Keyword: 헤어브러쉬 (Latency: 1.408s, Tokens: [P:3163, C:50, T:3213])
Q: 방충망 구멍 났을 때 붙이는 스티커 어디 있나요? -> Keyword: 방충망 수리 스티커 (Latency: 1.007s, Tokens: [P:3168, C:37, T:3205])
Q: 그... 젤리 같은 건데 키보드 먼지 떼는 거 어디 있어요? -> Keyword: 키보드 청소용 브러시 (Latency: 0.900s, Tokens: [P:3170, C:27, T:3197])
Q: 안경 콧받침만 따로 팔아요? -> Keyword: 안경콧받침 (Latency: 1.742s, Tokens: [P:3161, C:54, T:3215])
Q: 이어폰 귀에 닿는 고무 부분만 따로 있나요? -> Keyword: 이어폰 고무팁 (Latency: 1.415s, Tokens: [P:3165, C:43, T:3208])
Q: 압축봉 끝에 끼우는 거 어디 있어요? -> Keyword: 압축봉 고정대 (Latency: 1.643s, Tokens: [P:3163, C:59, T:3222])
Q: 나무 도구 관리할 때 바르는 거 어디 있죠? -> Keyword: 오일스프레이 (Latency: 1.126s, Tokens: [P:3163, C:39, T:3202])
Q: 신발장에 넣어두는 냄새 제거제 어디 있어요? -> Keyword: 탈취제 (Latency: 0.729s, Tokens: [P:3166, C:22, T:3188])
Q: 그릇 겹쳐 놓을 때 사이에 끼우는 거 어디 있나요? -> Keyword: 칸막이정리함 (Latency: 1.359s, Tokens: [P:3169, C:46, T:3215])
Q: 침대 시트 안 밀리게 고정하는 집게 어디 있어요? -> Keyword: 시트고정집게 (Latency: 1.266s, Tokens: [P:3166, C:34, T:3200])
Q: 여행 갈 때 샴푸 담는 작은 통 세트 어디 있죠? -> Keyword: 샴푸통 세트 (Latency: 0.968s, Tokens: [P:3166, C:32, T:3198])
Q: 도시락 쌀 때 모양 내는 틀 어디 있어요? -> Keyword: 도시락 모양틀 (Latency: 2.001s, Tokens: [P:3165, C:81, T:3246])
Q: 수도꼭지에 끼워서 물 방향 바꾸는 거 어디 있나요? -> Keyword: 수도꼭지 방향전환기 (Latency: 0.975s, Tokens: [P:3169, C:37, T:3206])
Q: 장바구니 접어서 가방에 쏙 들어가는 거 어디 있어요? -> Keyword: 접이식 장바구니 (Latency: 1.496s, Tokens: [P:3168, C:62, T:3230])
Q: 에어프라이어 밑에 까는 종이 어디 있죠? -> Keyword: 에어프라이어 전용 종이 (Latency: 2.132s, Tokens: [P:3165, C:58, T:3223])
Q: 베개 솜만 따로 파나요? -> Keyword: 베개솜 정리함 (Latency: 1.216s, Tokens: [P:3159, C:53, T:3212])
Q: 옷에 보풀 일어난 거 깎아내는 기계 어디 있어요? -> Keyword: 보풀 제거기 (Latency: 1.196s, Tokens: [P:3168, C:31, T:3199])
Q: 방 문 밑에 틈새 막아서 바람 안 들어오게 하는 거 어디 있나요? -> Keyword: 틈새막이 (Latency: 1.063s, Tokens: [P:3171, C:40, T:3211])
Q: 가구 긁힌 데 색칠하는 펜 어디 있어요? -> Keyword: 긁힘복구펜 (Latency: 0.839s, Tokens: [P:3164, C:32, T:3196])
Q: 그... 돌리면 불 나오는 거... 촛불 켤 때 쓰는 거 어디 있죠? -> Keyword: 라이터 (Latency: 1.087s, Tokens: [P:3172, C:40, T:3212])
Q: 손톱에 스티커 붙이는 거 어디 있어요? -> Keyword: 스티커 (Latency: 2.672s, Tokens: [P:3163, C:74, T:3237])
Q: 싱크대 밑에 냄비 정리하는 선반 어디 있나요? -> Keyword: 선반 (Latency: 1.190s, Tokens: [P:3167, C:51, T:3218])
Q: 물티슈 뚜껑만 따로 팔아요? -> Keyword: 물티슈 뚜껑 (Latency: 1.457s, Tokens: [P:3163, C:61, T:3224])
Q: 화분 분갈이할 때 쓰는 큰 비닐 매트 어디 있어요? -> Keyword: 비닐매트 (Latency: 1.247s, Tokens: [P:3168, C:47, T:3215])
Q: 차 유리 깨졌을 때 임시로 붙이는 거 어디 있죠? -> Keyword: 유리접착제 (Latency: 0.986s, Tokens: [P:3166, C:33, T:3199])
Q: 책 페이지 표시하는 끈 같은 거 어디 있나요? -> Keyword: 북마크 (Latency: 0.769s, Tokens: [P:3161, C:27, T:3188])
Q: 그... 문 열어두면 고정해주는 말굽 같은 거 어디 있어요? -> Keyword: 문고정클립 (Latency: 3.059s, Tokens: [P:3169, C:33, T:3202])
Q: 저기요, 고무장갑 제일 작은 거 어디 있어요? -> Keyword: 고무장갑 (Latency: 1.712s, Tokens: [P:3165, C:59, T:3224])
Q: 혹시 3,000원짜리 슬리퍼 여기 있는 게 다인가요? -> Keyword: 슬리퍼 (Latency: 1.971s, Tokens: [P:3168, C:68, T:3236])
Q: 이거 바구니 뚜껑은 따로 안 팔아요? -> Keyword: 바구니뚜껑 (Latency: 1.891s, Tokens: [P:3166, C:74, T:3240])
Q: 아이폰 충전기 줄 긴 거 어디 있어요? -> Keyword: 연장선 (Latency: 1.772s, Tokens: [P:3161, C:63, T:3224])
Q: 종이컵 50개 들어있는 거 어디 있죠? -> Keyword: 종이컵 (Latency: 1.402s, Tokens: [P:3162, C:62, T:3224])
Q: 벽에 붙이는 고리 좀 찾으려는데요. -> Keyword: 흡착후크 (Latency: 1.012s, Tokens: [P:3162, C:41, T:3203])
Q: 여기 건전지 코너가 어디예요? -> Keyword: 건전지 (Latency: 1.734s, Tokens: [P:3161, C:67, T:3228])
Q: 주방 가위 싼 거 어디 있나요? -> Keyword: 주방가위 (Latency: 1.704s, Tokens: [P:3160, C:72, T:3232])
Q: 압축팩 큰 사이즈 재고 더 없나요? -> Keyword: 압축팩 (Latency: 1.687s, Tokens: [P:3161, C:62, T:3223])
Q: 샤워기 헤드 바꾸고 싶은데 어디로 가야 하죠? -> Keyword: 샤워기 헤드 (Latency: 1.672s, Tokens: [P:3167, C:67, T:3234])
Q: 박스테이프 투명한 거 어디 있어요? -> Keyword: 박스테이프 (Latency: 1.556s, Tokens: [P:3162, C:59, T:3221])
Q: 섬유유연제 리필용 어디 있나요? -> Keyword: 섬유유연제 리필용기 (Latency: 1.059s, Tokens: [P:3162, C:48, T:3210])
Q: 물티슈 100매짜리 어디 있어요? -> Keyword: 물티슈 100매 (Latency: 1.426s, Tokens: [P:3161, C:61, T:3222])
Q: 여행용 치약 칫솔 세트 어디 있죠? -> Keyword: 여행용 치약 칫솔 세트 (Latency: 1.174s, Tokens: [P:3163, C:48, T:3211])
Q: 종이 쇼핑백 좀 사고 싶은데요. -> Keyword: 종이쇼핑백 (Latency: 1.098s, Tokens: [P:3160, C:49, T:3209])
Q: S자 고리 어디에 있나요? -> Keyword: S자 고리 (Latency: 1.074s, Tokens: [P:3158, C:50, T:3208])
Q: 줄 이어폰 아직 팔아요? -> Keyword: 이어폰 (Latency: 1.227s, Tokens: [P:3156, C:60, T:3216])
Q: A4 클리어 파일 어디 있어요? -> Keyword: 클리어파일 (Latency: 1.372s, Tokens: [P:3159, C:59, T:3218])
Q: 반찬통 유리로 된 거 어디 있죠? -> Keyword: 유리밀폐용기 (Latency: 1.257s, Tokens: [P:3161, C:67, T:3228])
Q: 캠핑용 돗자리 어디 있어요? -> Keyword: 캠핑돗자리 (Latency: 1.374s, Tokens: [P:3160, C:58, T:3218])
Q: 쓰레기 종량제 봉투는 계산대에서 사나요? -> Keyword: 종량제 봉투 (Latency: 1.222s, Tokens: [P:3164, C:61, T:3225])
Q: 우산 5,000원짜리 어디 있어요? -> Keyword: 우산 (Latency: 1.689s, Tokens: [P:3162, C:74, T:3236])
Q: 애들 노는 클레이 어디 있나요? -> Keyword: 클레이 (Latency: 1.688s, Tokens: [P:3159, C:63, T:3222])
Q: 강아지 간식 코너 어디예요? -> Keyword: 강아지식품 (Latency: 1.184s, Tokens: [P:3160, C:54, T:3214])
Q: 여자 덧버선 어디 있어요? -> Keyword: 덧버선 (Latency: 1.890s, Tokens: [P:3159, C:66, T:3225])
Q: 주방 세제 퐁퐁 어디 있죠? -> Keyword: 자동디스펜서 (Latency: 1.235s, Tokens: [P:3163, C:45, T:3208])
Q: 일회용 면도기 어디 있어요? -> Keyword: 일회용면도기 (Latency: 1.176s, Tokens: [P:3159, C:52, T:3211])
Q: 3구 멀티탭 어디 있나요? -> Keyword: 멀티탭 (Latency: 1.728s, Tokens: [P:3160, C:51, T:3211])
Q: 수납함 투명한 거 어디 있어요? -> Keyword: 투명수납함 (Latency: 0.944s, Tokens: [P:3160, C:40, T:3200])
Q: 꽃 가위 어디 있죠? -> Keyword: 원예가위 (Latency: 1.568s, Tokens: [P:3156, C:76, T:3232])
Q: 부탄가스 어디 있어요? -> Keyword: 부탄가스 (Latency: 1.199s, Tokens: [P:3157, C:57, T:3214])
Q: 바지 걸이 어디 있나요? -> Keyword: 바지걸이 (Latency: 0.937s, Tokens: [P:3157, C:37, T:3194])
Q: 욕실 실리콘 투명한 거 어디 있어요? -> Keyword: 실리콘 방수팩 (Latency: 1.328s, Tokens: [P:3162, C:66, T:3228])
Q: 의자 다리에 끼우는 소음 방지 캡 어디 있죠? -> Keyword: 의자발커버 (Latency: 1.006s, Tokens: [P:3167, C:26, T:3193])
Q: 식물 물 주는 분무기 어디 있어요? -> Keyword: 분무기 (Latency: 1.080s, Tokens: [P:3161, C:28, T:3189])
Q: 포스트잇 노란색 어디 있나요? -> Keyword: 포스트잇 (Latency: 1.540s, Tokens: [P:3160, C:74, T:3234])
Q: 빨래 바구니 큰 거 어디 있어요? -> Keyword: 빨래바구니 (Latency: 1.001s, Tokens: [P:3161, C:33, T:3194])
Q: 커튼 달 때 쓰는 봉 어디 있죠? -> Keyword: 커튼봉 (Latency: 1.269s, Tokens: [P:3160, C:49, T:3209])
Q: 방향제 코너 어디예요? -> Keyword: 탈취제 (Latency: 1.762s, Tokens: [P:3158, C:76, T:3234])
Q: 빨래망 사각으로 된 거 어디 있어요? -> Keyword: 빨래망 (Latency: 1.360s, Tokens: [P:3162, C:50, T:3212])
Q: 핸드폰 거치대 차에서 쓰는 거 어디 있죠? -> Keyword: 차량용 핸드폰 거치대 (Latency: 0.972s, Tokens: [P:3165, C:41, T:3206])
Q: 양면테이프 강력한 거 어디 있어요? -> Keyword: 강력양면테이프 (Latency: 2.004s, Tokens: [P:3162, C:63, T:3225])
Q: 흰색 실내화 240 사이즈 있나요? -> Keyword: 실내화 (Latency: 1.232s, Tokens: [P:3162, C:56, T:3218])
Q: 전자레인지용 덮개 어디 있어요? -> Keyword: 전자레인지용 덮개 (Latency: 1.267s, Tokens: [P:3160, C:53, T:3213])
Q: 현관문에 붙이는 자석 후크 어디 있죠? -> Keyword: 흡착후크 (Latency: 0.896s, Tokens: [P:3163, C:27, T:3190])
Q: 창문에 붙이는 뽁뽁이 어디 있어요? -> Keyword: 단열필름 (Latency: 2.699s, Tokens: [P:3165, C:80, T:3245])
Q: 동전 건전지 어디 있나요? -> Keyword: 동전 건전지 (Latency: 1.646s, Tokens: [P:3158, C:51, T:3209])
Q: 나무 뒤집개 어디 있어요? -> Keyword: 나무뒤집개 (Latency: 1.438s, Tokens: [P:3158, C:51, T:3209])
Q: 화장품 담는 작은 공병 어디 있죠? -> Keyword: 화장품공병 (Latency: 1.339s, Tokens: [P:3161, C:50, T:3211])
Q: 벽에 자국 안 남는 테이프 어디 있어요? -> Keyword: 몬스터클리어젤 (Latency: 0.978s, Tokens: [P:3163, C:31, T:3194])
Q: 순간접착제 어디 있나요? -> Keyword: 순간접착제 (Latency: 1.880s, Tokens: [P:3158, C:83, T:3241])
Q: 스테인리스 빨대 어디 있어요? -> Keyword: 스테인리스 빨대 (Latency: 1.980s, Tokens: [P:3159, C:79, T:3238])
Q: 리빙박스 제일 큰 거 어디 있죠? -> Keyword: 리빙박스 (Latency: 1.167s, Tokens: [P:3161, C:47, T:3208])
Q: 손잡이 있는 플라스틱 바구니 어디 있어요? -> Keyword: 손잡이바구니 (Latency: 1.413s, Tokens: [P:3164, C:61, T:3225])
Q: 미끄럼 방지 패드 어디 있나요? -> Keyword: 미끄럼방지패드 (Latency: 1.174s, Tokens: [P:3160, C:30, T:3190])
Q: 페달 밟는 쓰레기통 어디 있어요? -> Keyword: 페달쓰레기통 (Latency: 1.183s, Tokens: [P:3162, C:36, T:3198])
Q: 무선 마우스 어디 있나요? -> Keyword: 무선 마우스 (Latency: 1.232s, Tokens: [P:3158, C:57, T:3215])
Q: 검정색 면 마스크 어디 있어요? -> Keyword: 면마스크 (Latency: 1.544s, Tokens: [P:3159, C:76, T:3235])
Q: 멀티탭 5미터짜리 있나요? -> Keyword: 멀티탭 (Latency: 1.511s, Tokens: [P:3162, C:77, T:3239])
Q: 아기들 칫솔 어디 있어요? -> Keyword: 칫솔꽂이 (Latency: 1.007s, Tokens: [P:3159, C:44, T:3203])
Q: 포스터 붙일 때 쓰는 껌 같은 거 어디 있어요? -> Keyword: 포스터 붙이는 점착제 (Latency: 1.034s, Tokens: [P:3165, C:44, T:3209])
Q: 신발 탈취제 어디 있나요? -> Keyword: 탈취제 (Latency: 1.054s, Tokens: [P:3158, C:22, T:3180])
Q: 하수구 뚫는 세제 어디 있어요? -> Keyword: 배수구망 (Latency: 0.842s, Tokens: [P:3162, C:28, T:3190])
Q: 먼지 제거하는 스프레이 어디 있죠? -> Keyword: 청소포 (Latency: 1.450s, Tokens: [P:3160, C:24, T:3184])
