Q: 집에서 쓰는 건데 뭐 하나 없을까요? -> Keyword: 생활용품 (Latency: 0.897s, Tokens: [P:118, C:4, T:122])
Q: 아이가 혼자 양치할 때 컵 엎지르지 않게 하는 거 있어요? -> Keyword: 양치컵 (Latency: 0.691s, Tokens: [P:129, C:4, T:133])
Q: 여름에 모기 들어올 때 문에 붙이는 거 있어요? -> Keyword: 방충망 (Latency: 0.606s, Tokens: [P:123, C:4, T:127])
Q: 집에서 신발 정리 쉽게 하는 거 있어요? -> Keyword: 신발정리대 (Latency: 0.684s, Tokens: [P:118, C:6, T:124])
Q: 여행 갈 때 슬리퍼 따로 담는 주머니 있어요? -> Keyword: 슬리퍼 주머니 (Latency: 0.608s, Tokens: [P:121, C:6, T:127])
Q: 아이들 물감 흘려도 안 새는 앞치마 있어요? -> Keyword: 앞치마 (Latency: 0.607s, Tokens: [P:123, C:4, T:127])
Q: 집에서 전선 발에 안 걸리게 정리하는 거 있어요? -> Keyword: 전선정리 (Latency: 0.711s, Tokens: [P:123, C:5, T:128])
Q: 여름에 땀 닦을 때 들고 다니는 작은 수건 있어요? -> Keyword: 수건 (Latency: 0.699s, Tokens: [P:126, C:3, T:129])
Q: 차 안에서 핸드폰 눈높이에 맞춰 세우는 거 있어요? -> Keyword: 핸드폰 거치대 (Latency: 0.697s, Tokens: [P:124, C:7, T:131])
Q: 아이들 장난감 소리 줄이는 바닥 매트 있어요? -> Keyword: 바닥 매트 (Latency: 0.681s, Tokens: [P:123, C:5, T:128])
Q: 여행 갈 때 눈 가리는 거 있어요? -> Keyword: 안대 (Latency: 0.690s, Tokens: [P:117, C:3, T:120])
Q: 그... 소파 다리에 끼워서 층간소음 안 나게 하는 거 있잖아요. 그거 어디 있어요? -> Keyword: 층간소음 방지 패드 (Latency: 0.790s, Tokens: [P:133, C:9, T:142])
Q: 해외여행 갈 때 돼지코 전압 변환기 어디서 찾아요? -> Keyword: 돼지코 (Latency: 0.701s, Tokens: [P:126, C:4, T:130])
Q: 빨래 널 때 쓰는 집게 달린 동그란 거 어디 있나요? -> Keyword: 빨래집게 (Latency: 0.603s, Tokens: [P:126, C:5, T:131])
Q: 싱크대 물 막아주는 거... 그 고무로 된 거 어디 있죠? -> Keyword: 고무 (Latency: 0.694s, Tokens: [P:126, C:3, T:129])
Q: 차 앞유리에 붙여서 전화번호 써놓는 판 어디 있어요? -> Keyword: 전화번호 판 (Latency: 0.679s, Tokens: [P:124, C:5, T:129])
Q: 벽에 못 안 박고 액자 걸 수 있는 찰흙 같은 거 어디 있나요? -> Keyword: 점토 (Latency: 0.696s, Tokens: [P:128, C:3, T:131])
Q: 노트북 열기 식혀주는 거... 밑에 받치는 거 어디 있어요? -> Keyword: 노트북 받침대 (Latency: 0.688s, Tokens: [P:126, C:7, T:133])
Q: 화장실 타일 사이에 바르는 하얀색 그거 어디 있죠? -> Keyword: 메꿈이 (Latency: 0.600s, Tokens: [P:123, C:4, T:127])
Q: 물병 씻을 때 쓰는 길쭉한 솔 어디 있어요? -> Keyword: 솔 (Latency: 0.699s, Tokens: [P:122, C:2, T:124])
Q: 캠핑 가서 고기 구울 때 쓰는 그물망 어디 있나요? -> Keyword: 그물망 (Latency: 0.600s, Tokens: [P:124, C:4, T:128])
Q: 신발 뒤축 까졌을 때 붙이는 스티커 어디 있어요? -> Keyword: 뒤꿈치 보호 패드 (Latency: 0.784s, Tokens: [P:124, C:7, T:131])
Q: 옷에 뭐 묻었을 때 슥슥 문지르면 지워지는 펜 같은 거 어디 있죠? -> Keyword: 얼룩 제거 펜 (Latency: 0.688s, Tokens: [P:132, C:6, T:138])
Q: 이거 바구니 이름은 모르겠는데, 칸막이 나눠진 거 더 없나요? -> Keyword: 바구니 (Latency: 0.593s, Tokens: [P:129, C:4, T:133])
Q: 자전거 체인에 치는 기름 어디 있어요? -> Keyword: 자전거 체인 기름 (Latency: 0.704s, Tokens: [P:119, C:6, T:125])
Q: 스마트폰 뒤에 붙여서 손가락 끼우는 거 어디 있나요? -> Keyword: 스마트폰 거치대 (Latency: 0.691s, Tokens: [P:127, C:7, T:134])
Q: 이사할 때 그릇 싸는 뽁뽁이 어디서 찾아요? -> Keyword: 뽁뽁이 (Latency: 0.607s, Tokens: [P:124, C:4, T:128])
Q: 운동화 끈 안 풀리게 고정하는 거 어디 있죠? -> Keyword: 운동화 끈 고정 (Latency: 0.684s, Tokens: [P:123, C:7, T:130])
Q: 욕실 거울 김 안 서리게 하는 거 어디 있어요? -> Keyword: 김서림 방지 거울 (Latency: 0.765s, Tokens: [P:122, C:8, T:130])
Q: 그... 찍찍이인데 전선 묶는 용도로 쓰는 거 어디 있나요? -> Keyword: 찍찍이 (Latency: 0.687s, Tokens: [P:127, C:4, T:131])
Q: 아이들 서랍 못 열게 잠그는 거 어디 있어요? -> Keyword: 서랍 잠금장치 (Latency: 0.694s, Tokens: [P:122, C:7, T:129])
Q: 베란다 창문 틈새 막는 스펀지 어디 있죠? -> Keyword: 틈새 스펀지 (Latency: 0.704s, Tokens: [P:124, C:6, T:130])
Q: 와인 마시고 남은 거 막아두는 마개 어디 있어요? -> Keyword: 와인 마개 (Latency: 0.784s, Tokens: [P:124, C:5, T:129])
Q: 노트북 청소할 때 칙칙 뿌리는 바람 어디 있나요? -> Keyword: 먼지 제거제 (Latency: 0.597s, Tokens: [P:125, C:5, T:130])
Q: 강아지 털 옷에서 떼는 돌돌이 리필 어디 있어요? -> Keyword: 돌돌이 리필 (Latency: 0.610s, Tokens: [P:126, C:6, T:132])
Q: 다리 부었을 때 붙이는 시원한 패치 어디 있죠? -> Keyword: 패치 (Latency: 0.706s, Tokens: [P:124, C:3, T:127])
Q: 냉장고 안에 냄새 잡아주는 거 어디 있어요? -> Keyword: 탈취제 (Latency: 0.608s, Tokens: [P:121, C:4, T:125])
Q: 옷걸이에서 옷 안 흘러내리게 하는 거 어디 있나요? -> Keyword: 옷걸이 (Latency: 0.614s, Tokens: [P:125, C:4, T:129])
Q: 콘센트 구멍 아기들이 못 건드리게 막는 거 어디 있어요? -> Keyword: 안전 콘센트 덮개 (Latency: 0.641s, Tokens: [P:126, C:9, T:135])
Q: 가죽 가방 닦는 크림 어디 있죠? -> Keyword: 가죽 가방 닦는 크림 (Latency: 0.664s, Tokens: [P:120, C:10, T:130])
Q: 잠잘 때 귀에 꽂는 소음방지용 그거 어디 있어요? -> Keyword: 귀마개 (Latency: 0.673s, Tokens: [P:125, C:4, T:129])
Q: 바지 허리 클 때 줄이는 핀 어디 있나요? -> Keyword: 허리 줄이는 핀 (Latency: 0.665s, Tokens: [P:122, C:7, T:129])
Q: 우산 끝에 씌우는 커버 어디 있어요? -> Keyword: 우산 커버 (Latency: 0.694s, Tokens: [P:121, C:5, T:126])
Q: 욕실 바닥 안 미끄럽게 붙이는 거 어디 있죠? -> Keyword: 미끄럼 방지 패드 (Latency: 0.679s, Tokens: [P:123, C:8, T:131])
Q: 컴퓨터 뒤에 선들 안 보이게 넣어두는 통 어디 있어요? -> Keyword: 선정리함 (Latency: 0.590s, Tokens: [P:125, C:5, T:130])
Q: 스테인리스 냄비 탄 거 닦는 가루 어디 있나요? -> Keyword: 탄 거 닦는 가루 (Latency: 0.784s, Tokens: [P:125, C:8, T:133])
Q: 차 안에서 핸드폰 자석으로 붙이는 거 어디 있어요? -> Keyword: 핸드폰 거치대 (Latency: 0.764s, Tokens: [P:123, C:7, T:130])
Q: 발가락 사이 끼우는 거... 매니큐어 바를 때 쓰는 거 어디 있죠? -> Keyword: 페디큐어 세퍼레이터 (Latency: 0.686s, Tokens: [P:129, C:9, T:138])
Q: 커튼 달 때 구멍 없는 벽에 고정하는 거 어디 있어요? -> Keyword: 커튼 (Latency: 0.688s, Tokens: [P:124, C:3, T:127])
Q: 배수구에 머리카락 안 들어가게 하는 스티커 어디 있나요? -> Keyword: 머리카락 거름망 (Latency: 0.682s, Tokens: [P:126, C:7, T:133])
Q: 옷장에 걸어두는 습기 제거하는 거 어디 있어요? -> Keyword: 습기 제거제 (Latency: 0.680s, Tokens: [P:122, C:5, T:127])
Q: 물감 짤 때 쓰는 판 어디 있죠? -> Keyword: 물감 팔레트 (Latency: 0.774s, Tokens: [P:118, C:6, T:124])
Q: 낚시 갈 때 쓰는 작은 의자 어디 있어요? -> Keyword: 낚시의자 (Latency: 0.671s, Tokens: [P:119, C:5, T:124])
Q: 등 긁는 효자손 어디 있나요? -> Keyword: 효자손 (Latency: 0.782s, Tokens: [P:119, C:4, T:123])
Q: 기름 요리할 때 얼굴에 안 튀게 막는 거 어디 있어요? -> Keyword: 기름막이 (Latency: 0.767s, Tokens: [P:126, C:5, T:131])
Q: 입술 트지 말라고 바르는 거 어디 있죠? -> Keyword: 립밤 (Latency: 0.583s, Tokens: [P:120, C:3, T:123])
Q: 종이 자를 때 밑에 깔는 초록색 판 어디 있어요? -> Keyword: 재단 매트 (Latency: 0.779s, Tokens: [P:124, C:5, T:129])
Q: 화분 물 빠지는 구멍 막는 망 어디 있나요? -> Keyword: 화분망 (Latency: 0.587s, Tokens: [P:122, C:4, T:126])
Q: 차 문 열 때 벽에 안 부딪히게 붙이는 거 어디 있어요? -> Keyword: 문콕방지 (Latency: 0.591s, Tokens: [P:125, C:5, T:130])
Q: 손톱 깎고 옆에 다듬는 거 어디 있죠? -> Keyword: 손톱깎이 (Latency: 0.670s, Tokens: [P:122, C:5, T:127])
Q: 그... 과자 먹고 남은 거 집어놓는 집게 어디 있어요? -> Keyword: 집게 (Latency: 0.584s, Tokens: [P:126, C:3, T:129])
Q: 집 안에서 운동할 때 바닥에 까는 두꺼운 매트 어디 있나요? -> Keyword: 매트 (Latency: 0.675s, Tokens: [P:128, C:3, T:131])
Q: 신발 앞코 뾰족한 거 발 안 아프게 넣는 거 어디 있어요? -> Keyword: 신발 (Latency: 0.568s, Tokens: [P:128, C:3, T:131])
Q: 창문 잠그는 장치... 애들이 못 열게 하는 거 어디 있죠? -> Keyword: 창문 잠금 장치 (Latency: 0.682s, Tokens: [P:126, C:7, T:133])
Q: 가구 모서리에 부딪혀도 안 아프게 붙이는 거 어디 있어요? -> Keyword: 모서리 보호대 (Latency: 0.664s, Tokens: [P:127, C:6, T:133])
Q: 비 올 때 가방 안 젖게 씌우는 거 어디 있나요? -> Keyword: 가방커버 (Latency: 0.586s, Tokens: [P:126, C:5, T:131])
Q: 주방 싱크대 선반 높이 조절하는 거 어디 있어요? -> Keyword: 싱크대 선반 (Latency: 0.674s, Tokens: [P:124, C:6, T:130])
Q: 그... 쇠로 된 건데 문 뒤에 걸어서 옷 거는 거 어디 있죠? -> Keyword: 옷걸이 (Latency: 0.668s, Tokens: [P:128, C:4, T:132])
Q: 세면대 뚫는 액체 말고 긴 막대기 같은 거 어디 있어요? -> Keyword: 뚫어뻥 (Latency: 0.587s, Tokens: [P:126, C:4, T:130])
Q: 옷에 이름표 붙일 때 쓰는 테이프 어디 있나요? -> Keyword: 이름표 테이프 (Latency: 0.668s, Tokens: [P:123, C:7, T:130])
Q: 자동차 바퀴 휠 닦는 거 어디 있어요? -> Keyword: 자동차 바퀴 휠 닦는 거 (Latency: 0.670s, Tokens: [P:120, C:10, T:130])
Q: 벽지에 낙서한 거 지우는 거 어디 있죠? -> Keyword: 벽지낙서제거제 (Latency: 0.674s, Tokens: [P:121, C:8, T:129])
Q: 다이어리에 구멍 뚫는 기계 어디 있어요? -> Keyword: 다이어리 펀치 (Latency: 0.672s, Tokens: [P:121, C:7, T:128])
Q: 아이들 연필 잡는 법 교정해주는 거 어디 있나요? -> Keyword: 연필 (Latency: 0.678s, Tokens: [P:124, C:3, T:127])
Q: 빨래 건조대 발에 끼우는 거 어디 있어요? -> Keyword: 빨래 건조대 발 (Latency: 0.680s, Tokens: [P:122, C:7, T:129])
Q: 그... 유리창 닦을 때 쓰는 고무 달린 밀대 어디 있죠? -> Keyword: 유리창 닦이 (Latency: 0.660s, Tokens: [P:126, C:7, T:133])
Q: 욕실 실리콘 곰팡이 지우는 젤 어디 있어요? -> Keyword: 욕실 실리콘 곰팡이 지우는 젤 (Latency: 0.767s, Tokens: [P:125, C:15, T:140])
Q: 여권 끼우는 커버 어디 있나요? -> Keyword: 여권 커버 (Latency: 0.582s, Tokens: [P:119, C:5, T:124])
Q: 자전거 바람 넣는 기계 어디 있어요? -> Keyword: 자전거 바람 넣는 기계 (Latency: 0.755s, Tokens: [P:118, C:8, T:126])
Q: 캠핑 가서 설거지한 거 말리는 망 어디 있죠? -> Keyword: 설거지망 (Latency: 0.775s, Tokens: [P:122, C:5, T:127])
Q: 손목 아플 때 쓰는 보호대 어디 있어요? -> Keyword: 손목 보호대 (Latency: 0.670s, Tokens: [P:119, C:5, T:124])
Q: 반지 너무 클 때 안쪽에 끼우는 거 어디 있나요? -> Keyword: 반지 사이즈 조절링 (Latency: 0.770s, Tokens: [P:123, C:7, T:130])
Q: 냉장고에 붙이는 타이머 어디 있어요? -> Keyword: 타이머 (Latency: 0.575s, Tokens: [P:119, C:4, T:123])
Q: 구두 신을 때 뒤에 대는 긴 거 어디 있죠? -> Keyword: 구두주걱 (Latency: 0.773s, Tokens: [P:122, C:5, T:127])
Q: 머리 감을 때 쓰는 브러쉬 어디 있어요? -> Keyword: 머리 감을 때 쓰는 브러쉬 (Latency: 0.667s, Tokens: [P:120, C:10, T:130])
Q: 방충망 구멍 났을 때 붙이는 스티커 어디 있나요? -> Keyword: 방충망 스티커 (Latency: 0.770s, Tokens: [P:126, C:7, T:133])
Q: 그... 젤리 같은 건데 키보드 먼지 떼는 거 어디 있어요? -> Keyword: 젤리 (Latency: 0.780s, Tokens: [P:128, C:3, T:131])
Q: 안경 콧받침만 따로 팔아요? -> Keyword: 콧받침 (Latency: 0.762s, Tokens: [P:119, C:4, T:123])
Q: 이어폰 귀에 닿는 고무 부분만 따로 있나요? -> Keyword: 이어폰 고무 (Latency: 0.769s, Tokens: [P:123, C:5, T:128])
Q: 압축봉 끝에 끼우는 거 어디 있어요? -> Keyword: 압축봉 (Latency: 0.773s, Tokens: [P:120, C:4, T:124])
Q: 나무 도구 관리할 때 바르는 거 어디 있죠? -> Keyword: 오일 (Latency: 0.667s, Tokens: [P:120, C:3, T:123])
Q: 신발장에 넣어두는 냄새 제거제 어디 있어요? -> Keyword: 냄새 제거제 (Latency: 0.666s, Tokens: [P:122, C:5, T:127])
Q: 그릇 겹쳐 놓을 때 사이에 끼우는 거 어디 있나요? -> Keyword: 그릇받침 (Latency: 0.763s, Tokens: [P:125, C:5, T:130])
Q: 침대 시트 안 밀리게 고정하는 집게 어디 있어요? -> Keyword: 침대 시트 고정 집게 (Latency: 0.768s, Tokens: [P:124, C:9, T:133])
Q: 여행 갈 때 샴푸 담는 작은 통 세트 어디 있죠? -> Keyword: 샴푸통 (Latency: 0.781s, Tokens: [P:123, C:4, T:127])
Q: 도시락 쌀 때 모양 내는 틀 어디 있어요? -> Keyword: 도시락틀 (Latency: 0.579s, Tokens: [P:120, C:4, T:124])
Q: 수도꼭지에 끼워서 물 방향 바꾸는 거 어디 있나요? -> Keyword: 수도꼭지 (Latency: 0.687s, Tokens: [P:123, C:5, T:128])
Q: 장바구니 접어서 가방에 쏙 들어가는 거 어디 있어요? -> Keyword: 장바구니 (Latency: 0.770s, Tokens: [P:125, C:5, T:130])
Q: 에어프라이어 밑에 까는 종이 어디 있죠? -> Keyword: 에어프라이어 종이 (Latency: 0.785s, Tokens: [P:122, C:8, T:130])
Q: 베개 솜만 따로 파나요? -> Keyword: 베개 솜 (Latency: 0.575s, Tokens: [P:117, C:5, T:122])
Q: 옷에 보풀 일어난 거 깎아내는 기계 어디 있어요? -> Keyword: 보풀제거기 (Latency: 0.668s, Tokens: [P:125, C:6, T:131])
Q: 방 문 밑에 틈새 막아서 바람 안 들어오게 하는 거 어디 있나요? -> Keyword: 문풍지 (Latency: 0.681s, Tokens: [P:128, C:4, T:132])
Q: 가구 긁힌 데 색칠하는 펜 어디 있어요? -> Keyword: 가구 긁힘 보수펜 (Latency: 0.676s, Tokens: [P:122, C:9, T:131])
Q: 그... 돌리면 불 나오는 거... 촛불 켤 때 쓰는 거 어디 있죠? -> Keyword: 라이터 (Latency: 0.665s, Tokens: [P:127, C:3, T:130])
Q: 손톱에 스티커 붙이는 거 어디 있어요? -> Keyword: 스티커 (Latency: 0.665s, Tokens: [P:120, C:3, T:123])
Q: 싱크대 밑에 냄비 정리하는 선반 어디 있나요? -> Keyword: 냄비선반 (Latency: 0.683s, Tokens: [P:124, C:5, T:129])
Q: 물티슈 뚜껑만 따로 팔아요? -> Keyword: 물티슈 뚜껑 (Latency: 0.582s, Tokens: [P:119, C:7, T:126])
Q: 화분 분갈이할 때 쓰는 큰 비닐 매트 어디 있어요? -> Keyword: 비닐 매트 (Latency: 0.668s, Tokens: [P:124, C:5, T:129])
Q: 차 유리 깨졌을 때 임시로 붙이는 거 어디 있죠? -> Keyword: 유리테이프 (Latency: 0.763s, Tokens: [P:123, C:6, T:129])
Q: 책 페이지 표시하는 끈 같은 거 어디 있나요? -> Keyword: 책갈피 (Latency: 0.574s, Tokens: [P:120, C:4, T:124])
Q: 그... 문 열어두면 고정해주는 말굽 같은 거 어디 있어요? -> Keyword: 말굽 (Latency: 0.668s, Tokens: [P:126, C:3, T:129])
Q: 저기요, 고무장갑 제일 작은 거 어디 있어요? -> Keyword: 고무장갑 (Latency: 0.686s, Tokens: [P:122, C:5, T:127])
Q: 혹시 3,000원짜리 슬리퍼 여기 있는 게 다인가요? -> Keyword: 슬리퍼 (Latency: 0.677s, Tokens: [P:129, C:4, T:133])
Q: 이거 바구니 뚜껑은 따로 안 팔아요? -> Keyword: 바구니 뚜껑 (Latency: 0.672s, Tokens: [P:122, C:7, T:129])
Q: 아이폰 충전기 줄 긴 거 어디 있어요? -> Keyword: 아이폰 충전기 (Latency: 0.780s, Tokens: [P:119, C:6, T:125])
Q: 종이컵 50개 들어있는 거 어디 있죠? -> Keyword: 종이컵 (Latency: 0.661s, Tokens: [P:121, C:4, T:125])
Q: 벽에 붙이는 고리 좀 찾으려는데요. -> Keyword: 고리 (Latency: 0.665s, Tokens: [P:120, C:3, T:123])
Q: 여기 건전지 코너가 어디예요? -> Keyword: 건전지 (Latency: 0.672s, Tokens: [P:118, C:4, T:122])
Q: 주방 가위 싼 거 어디 있나요? -> Keyword: 주방 가위 (Latency: 0.668s, Tokens: [P:119, C:5, T:124])
Q: 압축팩 큰 사이즈 재고 더 없나요? -> Keyword: 압축팩 (Latency: 0.672s, Tokens: [P:119, C:4, T:123])
Q: 샤워기 헤드 바꾸고 싶은데 어디로 가야 하죠? -> Keyword: 샤워기 헤드 (Latency: 0.764s, Tokens: [P:124, C:6, T:130])
Q: 박스테이프 투명한 거 어디 있어요? -> Keyword: 박스테이프 (Latency: 0.855s, Tokens: [P:119, C:5, T:124])
Q: 섬유유연제 리필용 어디 있나요? -> Keyword: 섬유유연제 (Latency: 0.687s, Tokens: [P:120, C:6, T:126])
Q: 물티슈 100매짜리 어디 있어요? -> Keyword: 물티슈 (Latency: 0.668s, Tokens: [P:121, C:4, T:125])
Q: 여행용 치약 칫솔 세트 어디 있죠? -> Keyword: 여행용 치약 칫솔 세트 (Latency: 0.787s, Tokens: [P:120, C:10, T:130])
Q: 종이 쇼핑백 좀 사고 싶은데요. -> Keyword: 종이 쇼핑백 (Latency: 0.663s, Tokens: [P:118, C:6, T:124])
Q: S자 고리 어디에 있나요? -> Keyword: S자 고리 (Latency: 0.772s, Tokens: [P:117, C:5, T:122])
Q: 줄 이어폰 아직 팔아요? -> Keyword: 이어폰 (Latency: 0.682s, Tokens: [P:115, C:3, T:118])
Q: A4 클리어 파일 어디 있어요? -> Keyword: 클리어파일 (Latency: 0.681s, Tokens: [P:116, C:4, T:120])
Q: 반찬통 유리로 된 거 어디 있죠? -> Keyword: 반찬통 (Latency: 0.766s, Tokens: [P:118, C:4, T:122])
Q: 캠핑용 돗자리 어디 있어요? -> Keyword: 돗자리 (Latency: 0.682s, Tokens: [P:117, C:3, T:120])
Q: 쓰레기 종량제 봉투는 계산대에서 사나요? -> Keyword: 종량제 봉투 (Latency: 0.761s, Tokens: [P:123, C:6, T:129])
Q: 우산 5,000원짜리 어디 있어요? -> Keyword: 우산 (Latency: 0.685s, Tokens: [P:122, C:3, T:125])
Q: 애들 노는 클레이 어디 있나요? -> Keyword: 클레이 (Latency: 0.573s, Tokens: [P:118, C:3, T:121])
Q: 강아지 간식 코너 어디예요? -> Keyword: 강아지 간식 (Latency: 0.584s, Tokens: [P:118, C:6, T:124])
Q: 여자 덧버선 어디 있어요? -> Keyword: 덧버선 (Latency: 0.684s, Tokens: [P:116, C:4, T:120])
Q: 주방 세제 퐁퐁 어디 있죠? -> Keyword: 퐁퐁 (Latency: 0.679s, Tokens: [P:118, C:3, T:121])
Q: 일회용 면도기 어디 있어요? -> Keyword: 일회용 면도기 (Latency: 0.690s, Tokens: [P:117, C:7, T:124])
Q: 3구 멀티탭 어디 있나요? -> Keyword: 멀티탭 (Latency: 0.669s, Tokens: [P:117, C:4, T:121])
Q: 수납함 투명한 거 어디 있어요? -> Keyword: 수납함 (Latency: 0.680s, Tokens: [P:118, C:4, T:122])
Q: 꽃 가위 어디 있죠? -> Keyword: 꽃 가위 (Latency: 0.571s, Tokens: [P:114, C:4, T:118])
Q: 부탄가스 어디 있어요? -> Keyword: 부탄가스 (Latency: 0.773s, Tokens: [P:115, C:5, T:120])
Q: 바지 걸이 어디 있나요? -> Keyword: 바지 걸이 (Latency: 0.674s, Tokens: [P:116, C:5, T:121])
Q: 욕실 실리콘 투명한 거 어디 있어요? -> Keyword: 욕실 실리콘 (Latency: 0.673s, Tokens: [P:120, C:6, T:126])
Q: 의자 다리에 끼우는 소음 방지 캡 어디 있죠? -> Keyword: 소음 방지 캡 (Latency: 0.669s, Tokens: [P:124, C:7, T:131])
Q: 식물 물 주는 분무기 어디 있어요? -> Keyword: 분무기 (Latency: 0.668s, Tokens: [P:118, C:4, T:122])
Q: 포스트잇 노란색 어디 있나요? -> Keyword: 포스트잇 (Latency: 0.686s, Tokens: [P:118, C:4, T:122])
Q: 빨래 바구니 큰 거 어디 있어요? -> Keyword: 빨래 바구니 (Latency: 0.775s, Tokens: [P:118, C:6, T:124])
Q: 커튼 달 때 쓰는 봉 어디 있죠? -> Keyword: 커튼봉 (Latency: 0.777s, Tokens: [P:117, C:4, T:121])
Q: 방향제 코너 어디예요? -> Keyword: 방향제 (Latency: 0.586s, Tokens: [P:116, C:4, T:120])
Q: 빨래망 사각으로 된 거 어디 있어요? -> Keyword: 빨래망 (Latency: 0.774s, Tokens: [P:119, C:4, T:123])
Q: 핸드폰 거치대 차에서 쓰는 거 어디 있죠? -> Keyword: 핸드폰 거치대 (Latency: 0.680s, Tokens: [P:121, C:7, T:128])
Q: 양면테이프 강력한 거 어디 있어요? -> Keyword: 양면테이프 (Latency: 0.660s, Tokens: [P:119, C:6, T:125])
Q: 흰색 실내화 240 사이즈 있나요? -> Keyword: 실내화 (Latency: 0.686s, Tokens: [P:121, C:4, T:125])
Q: 전자레인지용 덮개 어디 있어요? -> Keyword: 전자레인지용 덮개 (Latency: 0.772s, Tokens: [P:118, C:8, T:126])
Q: 현관문에 붙이는 자석 후크 어디 있죠? -> Keyword: 자석 후크 (Latency: 0.776s, Tokens: [P:120, C:5, T:125])
Q: 창문에 붙이는 뽁뽁이 어디 있어요? -> Keyword: 뽁뽁이 (Latency: 0.672s, Tokens: [P:119, C:4, T:123])
Q: 동전 건전지 어디 있나요? -> Keyword: 동전 건전지 (Latency: 0.579s, Tokens: [P:117, C:6, T:123])
Q: 나무 뒤집개 어디 있어요? -> Keyword: 나무 뒤집개 (Latency: 0.577s, Tokens: [P:115, C:5, T:120])
Q: 화장품 담는 작은 공병 어디 있죠? -> Keyword: 공병 (Latency: 0.563s, Tokens: [P:119, C:3, T:122])
Q: 벽에 자국 안 남는 테이프 어디 있어요? -> Keyword: 테이프 (Latency: 0.650s, Tokens: [P:121, C:4, T:125])
Q: 순간접착제 어디 있나요? -> Keyword: 순간접착제 (Latency: 0.728s, Tokens: [P:117, C:6, T:123])
Q: 스테인리스 빨대 어디 있어요? -> Keyword: 스테인리스 빨대 (Latency: 0.601s, Tokens: [P:116, C:6, T:122])
Q: 리빙박스 제일 큰 거 어디 있죠? -> Keyword: 리빙박스 (Latency: 0.590s, Tokens: [P:118, C:5, T:123])
Q: 손잡이 있는 플라스틱 바구니 어디 있어요? -> Keyword: 플라스틱 바구니 (Latency: 0.668s, Tokens: [P:121, C:7, T:128])
Q: 미끄럼 방지 패드 어디 있나요? -> Keyword: 미끄럼 방지 패드 (Latency: 0.632s, Tokens: [P:119, C:8, T:127])
Q: 페달 밟는 쓰레기통 어디 있어요? -> Keyword: 쓰레기통 (Latency: 0.687s, Tokens: [P:120, C:5, T:125])
Q: 무선 마우스 어디 있나요? -> Keyword: 무선 마우스 (Latency: 0.691s, Tokens: [P:116, C:5, T:121])
Q: 검정색 면 마스크 어디 있어요? -> Keyword: 면 마스크 (Latency: 0.614s, Tokens: [P:117, C:4, T:121])
Q: 멀티탭 5미터짜리 있나요? -> Keyword: 멀티탭 (Latency: 0.698s, Tokens: [P:120, C:4, T:124])
Q: 아기들 칫솔 어디 있어요? -> Keyword: 아기들 칫솔 (Latency: 0.713s, Tokens: [P:117, C:7, T:124])
Q: 포스터 붙일 때 쓰는 껌 같은 거 어디 있어요? -> Keyword: 점착제 (Latency: 0.642s, Tokens: [P:121, C:4, T:125])
Q: 신발 탈취제 어디 있나요? -> Keyword: 신발 탈취제 (Latency: 0.704s, Tokens: [P:117, C:6, T:123])
Q: 하수구 뚫는 세제 어디 있어요? -> Keyword: 하수구 뚫는 세제 (Latency: 0.669s, Tokens: [P:119, C:9, T:128])
Q: 먼지 제거하는 스프레이 어디 있죠? -> Keyword: 먼지 제거 스프레이 (Latency: 0.700s, Tokens: [P:117, C:6, T:123])
Q: 김장용 비닐봉투 큰 거 어디 있어요? -> Keyword: 김장용 비닐봉투 (Latency: 0.948s, Tokens: [P:120, C:8, T:128])
Q: 전선 정리하는 타이 어디 있나요? -> Keyword: 전선 정리 타이 (Latency: 0.682s, Tokens: [P:117, C:5, T:122])
Q: 가구 밑에 붙이는 부직포 어디 있어요? -> Keyword: 부직포 (Latency: 0.603s, Tokens: [P:120, C:4, T:124])
Q: 보풀 제거기 어디 있죠? -> Keyword: 보풀 제거기 (Latency: 0.594s, Tokens: [P:115, C:5, T:120])
Q: 택배 쌀 때 쓰는 뽁뽁이 어디 있어요? -> Keyword: 뽁뽁이 (Latency: 0.697s, Tokens: [P:121, C:4, T:125])
Q: 탁상용 거울 어디 있나요? -> Keyword: 탁상용 거울 (Latency: 0.685s, Tokens: [P:117, C:6, T:123])
Q: 옷에 먼지 떼는 돌돌이 어디 있어요? -> Keyword: 돌돌이 (Latency: 0.606s, Tokens: [P:121, C:4, T:125])
Q: 욕실 곰팡이 제거제 어디 있나요? -> Keyword: 곰팡이 제거제 (Latency: 0.600s, Tokens: [P:120, C:6, T:126])
Q: 자전거 자물쇠 번호로 된 거 어디 있어요? -> Keyword: 자전거 자물쇠 (Latency: 0.607s, Tokens: [P:121, C:6, T:127])
Q: 주방용 타이머 어디 있나요? -> Keyword: 주방용 타이머 (Latency: 0.703s, Tokens: [P:117, C:6, T:123])
Q: 선물 포장 리본 어디 있어요? -> Keyword: 선물 포장 리본 (Latency: 0.640s, Tokens: [P:117, C:7, T:124])
Q: 차량용 충전 잭 어디 있죠? -> Keyword: 차량용 충전 잭 (Latency: 0.568s, Tokens: [P:118, C:8, T:126])
