Status,Question,Intention,Keyword,Note
MISMATCH,집에서 이거 말고 다른 방법 없어요?,대체 해결용품 추천,방법,"MISMATCH | The extracted keyword ""방법"" (meaning ""method"" or ""way"") does not directly relate to the intention of recommending alternative products. The intention specifically seeks product recommendations, while ""방법"" is too vague and does not indicate a search for items or solutions."
MISMATCH,이거 안 흘리게 쓰는 법 없어요?,흘림방지 컵 / 컵뚜껑 구매,컵,"MISMATCH | The extracted keyword ""컵"" is too general and does not specifically address the user's intention of finding a spill-proof cup or lid. The intention is focused on a specific product type that prevents spilling, which is not captured by the general term ""컵."""
MISMATCH,애가 자꾸 물어뜯어요,유아용 치발기 / 실리콘 커버 구매,장난감,"MISMATCH | The extracted keyword ""장난감"" (toy) is too broad and does not specifically relate to the intention of purchasing a teething toy or silicone cover for infants. The target intention is focused on a specific product type that addresses the issue of a child biting, which is not captured by the general term ""toy."""
MISMATCH,이거 한 번 사두면 오래 쓰는 거 있어요?,내구성 좋은 생활용품 추천,제품,"MISMATCH | The extracted keyword ""제품"" (product) is too vague and does not specifically address the user's intention of finding durable household items. The intention is looking for recommendations for long-lasting products, which requires more specific keywords related to durability and household items."
MATCH,집에서 없어도 되는데 있으면 좋은 거 뭐에요?,편의소품 추천,소품,"MATCH | The extracted keyword ""소품"" (which means ""items"" or ""accessories"") is relevant to the target intention of recommending convenient items for home use. It aligns well with the idea of suggesting useful items that are not necessary but beneficial to have at home."
MATCH,이거 보관 안 하면 망가져요,보관 케이스 / 방습함 구매,보관함,"MATCH | The extracted keyword ""보관함"" (storage box) is relevant to the target intention of purchasing a ""보관 케이스"" (storage case) or ""방습함"" (moisture-proof box), as it relates to the concept of storage and protection of items."
MATCH,그냥 요즘 다들 많이 사는 거 뭐에요?,베스트셀러 상품 추천,상품,"MATCH | The keyword ""상품"" (product) is relevant as it relates to the intention of recommending best-selling products. It captures the essence of what the user is asking about, which is popular items that are currently being purchased."
MISMATCH,여행 갈 때 캐리어 안에서 옷 안 구겨지게 하는 거 뭐 있어요?,의류 정리 파우치 / 압축팩 구매,옷 주머니,"MISMATCH | The extracted keyword ""옷 주머니"" (clothes pocket) does not directly relate to the intention of purchasing ""의류 정리 파우치 / 압축팩"" (clothing organizer pouches / compression bags), which are specific products designed to prevent clothes from wrinkling during travel. The keyword is too vague and does not capture the specific products the user is looking for."
MISMATCH,비 오는 날 신발 안 젖게 막는 거 있어요?,신발 방수커버 구매,우비,"MISMATCH | The extracted keyword ""우비"" (raincoat) does not directly relate to the intention of purchasing ""신발 방수커버"" (shoe waterproof cover). While both are related to protection from rain, the keyword does not specifically address the user's need for a product that keeps shoes dry."
MISMATCH,머리 말릴 때 물 흘러내리는 거 막는 거 있어요?,헤어 드라이 캡 / 방수 헤어밴드 구매,헤어 드라이어,"MISMATCH | The extracted keyword ""헤어 드라이어"" refers to a hair dryer, which is not the same as the intended products ""헤어 드라이 캡"" or ""방수 헤어밴드"" that are specifically designed to prevent water from dripping while drying hair."
MATCH,냉장고 냄새 안 나게 하는 거 뭐 있어요?,냉장고 탈취제 구매,탈취제,"MATCH | The extracted keyword ""탈취제"" (deodorizer) directly relates to the user's intention of purchasing a product to eliminate odors from the refrigerator, which aligns well with the target intention of ""냉장고 탈취제 구매"" (buying a refrigerator deodorizer)."
MATCH,욕실 바닥 미끄러워서 안 넘어지게 하는 거 있나요?,욕실 미끄럼 방지 매트 구매,미끄럼 방지 매트,"MATCH | The extracted keyword ""미끄럼 방지 매트"" directly relates to the user's intention of purchasing a non-slip mat for the bathroom, effectively fulfilling the search for a product that prevents slipping."
MATCH,이사 와서 집 정리 좀 쉽게 하는 거 뭐부터 사야 돼요?,수납박스 / 정리함 세트 구매,정리용품,"MATCH | The extracted keyword ""정리용품"" (organizing supplies) is a broad term that encompasses various products, including storage boxes and organizing sets, which aligns with the user's intention to purchase ""수납박스 / 정리함 세트"" (storage box/organizing set). Therefore, it is a reasonable search term to fulfill the intention."
MATCH,전선들 너무 엉키는데 정리하는 거 있어요?,케이블 정리 클립 / 케이블 타이 구매,전선 정리기,"MATCH | The extracted keyword ""전선 정리기"" (cable organizer) is relevant to the user's intention of finding products for organizing cables, such as ""케이블 정리 클립"" (cable organizing clips) or ""케이블 타이"" (cable ties). It aligns well with the need to manage tangled wires."
MATCH,여름에 차 안에 두면 좋은 방향 같은 거 있어요?,차량용 방향제 구매,방향제,"MATCH | The extracted keyword ""방향제"" (which means ""air freshener"") is relevant and directly related to the user's intention of purchasing a vehicle air freshener for summer use."
MATCH,아이 책상 위에 올려둘 정리용 통 같은 거 있어요?,책상 정리함 / 데스크 오거나이저 구매,정리용 통,"MATCH | The extracted keyword ""정리용 통"" (organizing container) is relevant and aligns well with the target intention of finding a ""책상 정리함"" (desk organizer) or ""데스크 오거나이저"" (desk organizer) for purchase. It captures the essence of the user's request for a storage solution for their desk."
MISMATCH,가방 안에서 화장품 안 새게 보관하는 거 있나요?,방수 화장품 파우치 구매,화장품 보관함,"MISMATCH | The extracted keyword ""화장품 보관함"" translates to ""cosmetic storage box,"" which does not specifically indicate a waterproof product. The target intention is focused on purchasing a waterproof cosmetic pouch, so the keyword does not align with the user's intent."
MATCH,비행기 탈 때 목 안 아프게 받치는 거 있어요?,여행용 목베개 구매,목베개,"MATCH | The extracted keyword ""목베개"" directly relates to the user's intention of purchasing a travel neck pillow, which is intended to provide support and comfort while flying."
MATCH,세탁기 돌릴 때 옷 망가지는 거 막는 거 있어요?,세탁망(빨래망) 구매,세탁기 보호망,"MATCH | The extracted keyword ""세탁기 보호망"" refers to a protective net for the washing machine, which aligns with the user's intention to prevent clothes from getting damaged during washing. This term is relevant and helps in finding a product that serves the intended purpose of protecting clothes, similar to the ""세탁망(빨래망)"" the user is looking to purchase."
MATCH,신발 냄새 줄이는 거 뭐 있어요?,신발 탈취제 구매,신발 냄새 제거제,"MATCH | The extracted keyword ""신발 냄새 제거제"" (shoe odor remover) is closely related to the target intention of purchasing a ""신발 탈취제"" (shoe deodorizer). Both terms refer to products aimed at reducing or eliminating shoe odors, making the keyword a suitable search term to fulfill the user's intention."
MISMATCH,욕실 배수구에 머리카락 안 막히게 하는 거 있나요?,배수구 거름망 구매,헤어캡,"MISMATCH | The extracted keyword ""헤어캡"" (hair cap) does not directly relate to the intention of purchasing a ""배수구 거름망"" (drain cover or strainer) to prevent hair from clogging the drain. While a hair cap may help prevent hair from falling into the drain, it is not the product the user is specifically looking to buy."
MISMATCH,여름에 등 붙는 거 싫은데 깔고 앉는 거 있어요?,쿨방석 / 통풍 방석 구매,매트,"MISMATCH | The extracted keyword ""매트"" (mat) is too general and does not specifically refer to the intended product of a ""쿨방석"" (cool cushion) or ""통풍 방석"" (ventilated cushion) that the user is looking for to avoid sticking to surfaces in summer."
MATCH,"전자레인지 돌려도 되는 그릇 구분이 안 돼서요, 표시된 거 있어요?",전자레인지용 용기 구매,전자레인지용 그릇,"MATCH | The extracted keyword ""전자레인지용 그릇"" directly relates to the user's intention of purchasing microwave-safe containers, as it specifies the type of product they are looking for."
MATCH,여행 갈 때 세면도구 따로 담는 통 있어요?,여행용 세면도구 용기 구매,세면도구 통,"MATCH | The extracted keyword ""세면도구 통"" directly relates to the user's intention of purchasing a container for travel toiletries, as it specifies a type of container (통) for toiletries (세면도구)."
MATCH,집에서 커피 마실 때 종이 필터 같은 거 있어요?,커피 필터 구매,종이 필터,"MATCH | The extracted keyword ""종이 필터"" (paper filter) is relevant to the target intention of ""커피 필터 구매"" (buying coffee filters), as it directly refers to a type of coffee filter that the user is inquiring about."
MISMATCH,비 오는 날 우산 물 안 떨어지게 하는 거 있나요?,우산 물받이 / 우산커버 구매,우산,"MISMATCH | The extracted keyword ""우산"" (umbrella) is too general and does not specifically address the user's intention of finding a product related to preventing water from dripping, such as a ""우산 물받이"" (umbrella water catcher) or ""우산커버"" (umbrella cover). The keyword does not capture the specific product the user is looking for."
MATCH,아이 장난감 정리 좀 쉽게 하는 박스 있어요?,장난감 수납박스 구매,박스,"MATCH | The extracted keyword ""박스"" is relevant as it refers to a box, which aligns with the user's intention of looking for a storage box for toys. It captures the essence of the product they are interested in purchasing."
MATCH,옷장 안에 냄새 안 나게 해주는 거 뭐 있어요?,옷장 탈취제 구매,탈취제,"MATCH | The extracted keyword ""탈취제"" (deodorizer) directly relates to the user's intention of purchasing a product to eliminate odors in the closet, which aligns perfectly with the target intention of ""옷장 탈취제 구매"" (buying a closet deodorizer)."
MISMATCH,휴대폰 떨어뜨려도 안 깨지게 하는 케이스 말고 붙이는 거 있어요?,스마트폰 액정 보호필름 / 범퍼 패드 구매,붙이는 케이스,"MISMATCH | The extracted keyword ""붙이는 케이스"" translates to ""adhesive case,"" which does not directly match the intention of looking for ""스마트폰 액정 보호필름"" (screen protector) or ""범퍼 패드"" (bumper pad). The intention specifically mentions protective films and pads, while the extracted keyword suggests a type of case that may not provide the same level of protection as the intended products."
MATCH,차 문 열 때 벽에 안 찍히게 하는 거 있어요?,문콕 방지 패드 구매,방지대,"MATCH | The extracted keyword ""방지대"" (which translates to ""preventive device"" or ""protection pad"") is relevant to the user's intention of purchasing a ""문콕 방지 패드"" (door bump prevention pad). It indicates a product that serves a similar purpose, thus aligning with the user's intent."
MISMATCH,책상 다리 바닥 긁히는 거 막는 거 있나요?,의자 다리 보호패드 구매,책상 다리 보호대,"MISMATCH | The extracted keyword ""책상 다리 보호대"" refers to a protective pad for a desk leg, while the target intention is about purchasing a protective pad for a chair leg. The focus on ""책상"" (desk) instead of ""의자"" (chair) indicates that the keyword does not align with the user's intention."
MATCH,냉장고 문에 붙여서 메모 붙이는 판 같은 거 있어요?,자석 메모판 구매,메모판,"MATCH | The extracted keyword ""메모판"" (memo board) is relevant to the user's intention of purchasing a ""자석 메모판"" (magnetic memo board) as it directly relates to the type of product they are looking for."
MATCH,가방 안에 이어폰 안 엉키게 하는 거 있어요?,이어폰 정리 케이스 구매,이어폰 정리기,"MATCH | The extracted keyword ""이어폰 정리기"" (earphone organizer) is relevant and aligns well with the target intention of purchasing an ""이어폰 정리 케이스"" (earphone storage case). Both terms refer to products designed to organize and prevent earphones from tangling, thus fulfilling the user's intention."
MATCH,화장실 냄새 심할 때 뿌리는 거 말고 다른 거 있어요?,방향제 / 탈취제(겔형·고형) 구매,탈취제,"MATCH | The extracted keyword ""탈취제"" (deodorant) aligns well with the target intention of purchasing a product to eliminate unpleasant odors in the bathroom, as it directly refers to a type of product that serves this purpose."
MATCH,캠핑 갈 때 쓰는 가벼운 컵 같은 거 있어요?,캠핑컵 / 접이식 컵 구매,컵,"MATCH | The extracted keyword ""컵"" is relevant as it relates to the user's intention of finding a lightweight cup for camping, which aligns with the target intention of ""캠핑컵 / 접이식 컵 구매."""
MATCH,여행 갈 때 여권 안 구겨지게 넣는 거 있나요?,여권 케이스 구매,여권 케이스,"MATCH | The extracted keyword ""여권 케이스"" directly relates to the user's intention of purchasing a passport case to prevent their passport from getting wrinkled while traveling."
MATCH,아이 손 닦을 때 들고 다니는 물티슈 넣는 통 있어요?,물티슈 케이스 구매,물티슈 통,"MATCH | The extracted keyword ""물티슈 통"" (wipes container) is relevant and aligns well with the target intention of purchasing a ""물티슈 케이스"" (wipes case). Both terms refer to a container for wet wipes, which is what the user is looking for."
MATCH,비 오는 날 창문 틈으로 물 새는 거 막는 거 있어요?,방수 테이프 / 문풍지 구매,방수 테이프,"MATCH | The extracted keyword ""방수 테이프"" directly relates to the user's intention of finding a product to prevent water from leaking through window gaps, which aligns with the target intention of purchasing waterproof tape or weather stripping."
MISMATCH,문 닫을 때 쾅 소리 안 나게 붙이는 거 있나요?,문충격 방지 패드 구매,방음패드,"MISMATCH | The extracted keyword ""방음패드"" refers to soundproofing pads, which may not specifically address the user's intention of finding a product to prevent noise when closing a door. The target intention is more focused on a door impact prevention pad, which is not necessarily the same as a soundproofing pad."
MATCH,콘센트에 애 손 안 들어가게 막는 거 있어요?,콘센트 안전커버 구매,콘센트 막이,"MATCH | The extracted keyword ""콘센트 막이"" refers to a device that prevents access to electrical outlets, which aligns well with the user's intention of purchasing a ""콘센트 안전커버"" (safety cover for outlets). Both terms relate to safety measures for outlets, making the keyword relevant and appropriate for the search."
MATCH,냄비 잡을 때 손 안 데게 하는 거 있어요?,실리콘 손잡이 / 오븐장갑 구매,손잡이,"MATCH | The extracted keyword ""손잡이"" (handle) is relevant as it relates to the intention of finding a product that helps prevent burns when handling pots, such as silicone handles or oven mitts."
MATCH,뜨거운 고데기 바로 놓을 수 있는 받침 같은 거 있나요?,내열 매트 / 고데기 받침대 구매,받침,"MATCH | The extracted keyword ""받침"" (which means ""stand"" or ""base"") is relevant to the user's intention of finding a heat-resistant mat or a stand for a hot hair straightener, as it directly relates to the concept of a support or holder for the device."
MATCH,화장대 위에 이것저것 안 흩어지게 모아두는 통 있어요?,화장품 정리함 구매,정리함,"MATCH | The extracted keyword ""정리함"" (which means ""organizer"" in English) is relevant to the user's intention of purchasing a ""화장품 정리함"" (cosmetic organizer). It captures the essence of the product the user is looking for, which is to keep cosmetics organized."
MISMATCH,여름에 모기 안 들어오게 창문에 붙이는 거 있어요?,방충망 스티커 / 방충망 보수망 구매,모기장,"MISMATCH | The extracted keyword ""모기장"" refers to a mosquito net, which is not the same as the products described in the intention (방충망 스티커 or 방충망 보수망). The intention specifically mentions products for sealing windows to prevent mosquitoes, which the keyword does not directly address."
MATCH,차 안에서 휴대폰 고정해두는 거 있나요?,차량용 휴대폰 거치대 구매,휴대폰 거치대,"MATCH | The extracted keyword ""휴대폰 거치대"" (which translates to ""phone holder"" or ""phone mount"") is relevant and aligns well with the target intention of purchasing a ""차량용 휴대폰 거치대"" (vehicle phone holder). It effectively captures the essence of the user's inquiry about securing a phone in a car."
MISMATCH,운동화 세탁기 돌릴 때 보호해주는 거 있어요?,운동화 세탁망 구매,세탁기 보호대,"MISMATCH | The extracted keyword ""세탁기 보호대"" refers to a protective cover for the washing machine, which does not directly relate to the user's intention of purchasing a ""운동화 세탁망"" (shoe washing bag). The intention is specifically about a product that helps wash shoes, while the extracted keyword is about protecting the washing machine itself."
MATCH,아이들 미끄러지지 않게 양말 같은 거 있어요?,논슬립 양말 구매,양말,"MATCH | The extracted keyword ""양말"" (socks) is relevant to the user's intention of purchasing ""논슬립 양말"" (non-slip socks) as it directly relates to the type of product they are looking for."
MATCH,장마철에 옷장 습기 줄이는 거 뭐 있어요?,제습제 / 습기제거제 구매,제습기,"MATCH | The extracted keyword ""제습기"" (dehumidifier) is relevant as it is a product that helps reduce humidity in a closet, aligning with the user's intention to purchase a dehumidifier or moisture removal product."
MISMATCH,여행 갈 때 신발 따로 넣는 주머니 있어요?,신발 파우치 구매,주머니,"MISMATCH | The extracted keyword ""주머니"" (pocket or pouch) is too general and does not specifically indicate a shoe pouch or bag, which is what the user intends to find for purchasing. The target intention is specifically about a ""신발 파우치"" (shoe pouch), and the keyword does not directly relate to that specific product."
MATCH,컵 밑에 물 안 떨어지게 까는 거 있나요?,컵 받침(코스터) 구매,받침대,"MATCH | ""받침대"" refers to a base or support, which is similar to ""컵 받침"" (cup coaster). It is a reasonable term that can help find the product described in the intention."
MATCH,집에서 밥 먹을 때 식탁 더러워지는 거 막는 거 있어요?,테이블 매트 구매,식탁 보호대,"MATCH | The extracted keyword ""식탁 보호대"" (table protector) is relevant and aligns well with the target intention of purchasing a ""테이블 매트"" (table mat), as both serve the purpose of protecting the table from getting dirty."
MATCH,침대 옆에 핸드폰 올려둘 작은 선반 같은 거 있어요?,침대 사이드 선반 구매,선반,"MATCH | The extracted keyword ""선반"" (shelf) is relevant as it directly relates to the user's intention of purchasing a bedside shelf for their phone. It captures the essence of the product being sought."
MATCH,화장실에서 휴지 물 안 젖게 하는 거 있나요?,휴지 커버 / 방수 휴지케이스 구매,방수 휴지 케이스,"MATCH | The extracted keyword ""방수 휴지 케이스"" directly relates to the target intention of purchasing a waterproof tissue cover, fulfilling the user's request for a product that keeps tissue dry in the bathroom."
MATCH,아이 공부할 때 집중 잘 되게 하는 타이머 같은 거 있어요?,학습 타이머 구매,타이머,"MATCH | The extracted keyword ""타이머"" (timer) is relevant and helps find the product described in the intention, which is a learning timer for studying."
MISMATCH,여름에 차 안 더울 때 창문 가리는 거 있어요?,차량용 햇빛가리개 구매,커튼,"MISMATCH | The extracted keyword ""커튼"" (curtain) does not specifically refer to a product designed for vehicles, such as a sunshade or sun blocker for cars, which is what the user intends to purchase. The intention is focused on a vehicle-specific item, while ""커튼"" is more general and typically associated with home use."
MATCH,머리 말릴 때 손목 안 아프게 잡는 거 있어요?,헤어드라이어 거치대 구매,헤어 드라이어,"MATCH | The extracted keyword ""헤어 드라이어"" is relevant as it directly relates to the product the user intends to purchase, which is a hair dryer stand. The keyword helps in finding the product that addresses the user's concern about drying hair without straining the wrist."
MATCH,겨울에 현관 들어올 때 발 물기 닦는 거 있어요?,현관 매트 구매,발매트,"MATCH | The extracted keyword ""발매트"" (which translates to ""foot mat"" or ""door mat"") directly relates to the user's intention of purchasing a ""현관 매트"" (entrance mat). Both terms refer to a mat used for wiping feet before entering a home, making the keyword relevant and appropriate for fulfilling the user's search intent."
MATCH,여행 갈 때 화장품 작은 병에 나눠 담는 거 있어요?,여행용 공병 세트 구매,화장품 용기,"MATCH | The extracted keyword ""화장품 용기"" (cosmetic container) is relevant to the user's intention of purchasing a travel-sized container set, as it directly relates to the containers used for cosmetics while traveling."
MATCH,냉장고 안에 반찬통 말고 세워두는 정리용 통 있어요?,냉장고 정리 트레이 구매,정리용 통,"MATCH | The extracted keyword ""정리용 통"" (organizing container) is relevant and aligns well with the target intention of purchasing a ""냉장고 정리 트레이"" (refrigerator organizing tray). It captures the essence of the user's inquiry about organizing containers for the refrigerator."
MATCH,욕실에 수건 말릴 때 거는 거 따로 설치 안 해도 되는 거 있나요?,흡착식 수건걸이 구매,수건걸이,"MATCH | The extracted keyword ""수건걸이"" (towel rack) is relevant to the target intention of purchasing a suction-type towel rack, as it directly relates to the product being sought."
MATCH,아이 장난감 건전지 자주 바꾸는데 보관하는 거 있어요?,건전지 보관함 구매,보관함,"MATCH | The extracted keyword ""보관함"" (storage box) is relevant as it relates to the user's intention of purchasing a ""건전지 보관함"" (battery storage box). It captures the essence of the product the user is looking for."
MATCH,여름에 등에 땀 차는 거 막는 등받이 같은 거 있어요?,통풍 등받이 패드 구매,등받이,"MATCH | The extracted keyword ""등받이"" (backrest) is relevant as it relates to the user's inquiry about a product that can prevent sweating on the back during summer, which aligns with the intention of purchasing a ""통풍 등받이 패드"" (ventilated backrest pad)."
MATCH,차 안에서 쓰레기 안 굴러다니게 담는 거 있어요?,차량용 쓰레기통 구매,쓰레기통,"MATCH | The extracted keyword ""쓰레기통"" (trash can) is relevant and helps find the product described in the intention, which is a vehicle trash can for keeping trash from rolling around in the car."
MATCH,캠핑 갈 때 얼음 오래 안 녹게 담는 통 있어요?,보냉박스 / 아이스박스 구매,아이스박스,"MATCH | The extracted keyword ""아이스박스"" directly relates to the target intention of purchasing a ""보냉박스 / 아이스박스,"" as both terms refer to a cooler or ice box used for keeping items cold, which aligns with the user's inquiry about keeping ice from melting while camping."
MATCH,아이들 색연필 안 흩어지게 넣는 통 있어요?,필통 / 문구 정리함 구매,색연필 통,"MATCH | The extracted keyword ""색연필 통"" (colored pencil container) is relevant to the user's intention of finding a product to organize colored pencils, which aligns with the intention of purchasing a pencil case or stationery organizer."
MATCH,여행 갈 때 캐리어 이름 표시하는 거 있어요?,캐리어 네임택 구매,캐리어 이름 표시기,"MATCH | The extracted keyword ""캐리어 이름 표시기"" translates to ""luggage name tag,"" which aligns well with the target intention of purchasing a ""캐리어 네임택"" (luggage name tag). Both terms refer to the same product, making the keyword relevant for fulfilling the user's intention."
MISMATCH,화장실 바닥 물 튀는 거 막는 발판 같은 거 있나요?,욕실 발매트 구매,발판,"MISMATCH | The extracted keyword ""발판"" (which translates to ""foot mat"" or ""step mat"") does not directly match the target intention of ""욕실 발매트 구매"" (which translates to ""buying a bathroom mat""). While both terms relate to mats, ""발판"" suggests a different type of mat that may not serve the same purpose as a bathroom mat designed to absorb water and prevent slipping."
MATCH,집에서 빨래 널 때 공간 많이 안 차지하는 거 있어요?,접이식 빨래건조대 구매,건조대,"MATCH | The extracted keyword ""건조대"" (which means ""drying rack"") is relevant and helps find the product described in the intention of purchasing a ""접이식 빨래건조대"" (foldable drying rack). It aligns well with the user's need for a space-saving laundry drying solution."
MISMATCH,가방 안에 키랑 동전 안 섞이게 하는 거 있어요?,동전지갑 / 미니 파우치 구매,키홀더,"MISMATCH | The extracted keyword ""키홀더"" (key holder) does not relate to the user's intention of purchasing a ""동전지갑"" (coin wallet) or ""미니 파우치"" (mini pouch), which are specifically designed to keep coins and keys separate."
MATCH,여름에 벌레 물렸을 때 바르는 거 있어요?,벌레 물림 진정제 구매,연고,"MATCH | ""연고"" refers to an ointment or cream, which is a type of product that can be used to soothe insect bites, aligning well with the intention of purchasing a remedy for bug bites."
MATCH,아이 손톱 정리할 때 쓰는 작은 세트 있어요?,유아용 손톱깎이 세트 구매,손톱 정리 세트,"MATCH | The extracted keyword ""손톱 정리 세트"" is relevant as it refers to a set used for nail care, which aligns with the user's intention to purchase a nail clipper set for children."
MATCH,비 오는 날 신발 말리는 거 있어요?,신발 건조대 구매,신발 건조기,"MATCH | The extracted keyword ""신발 건조기"" (shoe dryer) is closely related to the target intention of purchasing a ""신발 건조대"" (shoe drying rack). Both terms refer to products that serve the purpose of drying shoes, making the extracted keyword a reasonable search term to fulfill the user's intention."
MISMATCH,집에서 고기 구울 때 기름 튀는 거 막는 거 있나요?,기름 튐 방지망 구매,기름 방지 매트,"MISMATCH | The extracted keyword ""기름 방지 매트"" refers to an oil-resistant mat, which is not the same as a ""기름 튐 방지망"" (oil splatter guard). The user's intention is specifically about preventing oil splatter while grilling, and the extracted keyword does not directly address that need."
MATCH,욕실에서 휴대폰 올려두는 거 있어요?,욕실용 휴대폰 거치대 구매,휴대폰 거치대,"MATCH | The extracted keyword ""휴대폰 거치대"" (phone holder) is relevant and aligns well with the target intention of purchasing a ""욕실용 휴대폰 거치대"" (bathroom phone holder). It captures the essential product type that the user is looking for."
MATCH,책상 위에 연필 굴러다니는 거 막는 거 있어요?,연필 받침 / 펜 트레이 구매,연필꽂이,"MATCH | ""연필꽂이"" (pencil holder) is a relevant term that can help find a product to prevent pencils from rolling off the desk, aligning with the user's intention of purchasing a pencil holder or pen tray."
MISMATCH,여름에 차 안에서 햇빛 눈부신 거 막는 거 있어요?,차량용 선바이저 구매,선글라스,"MISMATCH | The extracted keyword ""선글라스"" (sunglasses) does not directly match the target intention of purchasing a ""차량용 선바이저"" (car sun visor). While both items are related to blocking sunlight, the user specifically asked about a product for use in a car, which is a sun visor, not sunglasses."
MATCH,아이들 간식 나눠 담는 작은 통 있어요?,소형 밀폐용기 구매,간식 통,"MATCH | The extracted keyword ""간식 통"" (snack container) is relevant to the target intention of purchasing a small airtight container, as it implies a container used for snacks, which aligns with the user's need for a small container for sharing snacks among children."
MATCH,여행 갈 때 빨래 따로 담아둘 주머니 있어요?,세탁물 파우치 구매,세탁 주머니,"MATCH | The extracted keyword ""세탁 주머니"" (laundry pouch) is relevant and closely related to the target intention of purchasing a ""세탁물 파우치"" (laundry pouch). Both terms refer to a similar product, which is intended for storing laundry while traveling."
MATCH,신발장 문 열면 냄새 덜 나게 하는 거 있어요?,신발장 탈취제 구매,신발장 냄새 제거제,"MATCH | The extracted keyword ""신발장 냄새 제거제"" directly relates to the user's intention of purchasing a deodorizer for the shoe cabinet, as it specifies a product designed to eliminate odors in that specific context."
MATCH,아이가 문에 손 끼일까 봐 막는 거 있어요?,문틈 안전가드 구매,문 손막이,"MATCH | The extracted keyword ""문 손막이"" translates to ""door hand blocker,"" which is relevant to the user's intention of purchasing a ""문틈 안전가드"" (door gap safety guard). Both terms relate to preventing a child's hand from getting caught in the door, thus fulfilling the user's intention."
MATCH,차 컵홀더에 맞는 작은 쓰레기통 있어요?,차량용 컵홀더 쓰레기통 구매,쓰레기통,"MATCH | The extracted keyword ""쓰레기통"" (trash can) is relevant to the user's intention of purchasing a ""차량용 컵홀더 쓰레기통"" (car cup holder trash can), as it directly relates to the product being sought."
MATCH,겨울에 손 시릴 때 스마트폰 터치 되는 장갑 있어요?,터치 장갑 구매,장갑,"MATCH | The extracted keyword ""장갑"" (gloves) is relevant to the user's intention of purchasing touch gloves for winter, as it directly relates to the product being sought."
MATCH,캠핑 갈 때 접이식 의자 같은 거 있어요?,캠핑용 접이식 의자 구매,접이식 의자,"MATCH | The extracted keyword ""접이식 의자"" (folding chair) is relevant and directly related to the user's intention of purchasing a ""캠핑용 접이식 의자"" (camping folding chair). It captures the essential product type the user is inquiring about."
MATCH,가방 안에서 물병 안 넘어지게 고정하는 거 있어요?,가방 정리 파티션 / 보틀 홀더 구매,물병 고정기,"MATCH | The extracted keyword ""물병 고정기"" (bottle holder) is relevant to the user's intention of finding a product to secure a water bottle inside a bag, which aligns with the intention of purchasing a ""가방 정리 파티션 / 보틀 홀더"" (bag organizer / bottle holder)."
MATCH,욕실에서 발 닦고 바로 신는 슬리퍼 있어요?,욕실용 슬리퍼 구매,슬리퍼,"MATCH | The extracted keyword ""슬리퍼"" (slipper) is relevant to the user's intention of purchasing bathroom slippers, as it directly refers to the type of product being sought."
MISMATCH,집에서 머리카락 바닥에 안 떨어지게 자르는 거 있어요?,헤어 커팅 매트 구매,헤어컷기,"MISMATCH | The extracted keyword ""헤어컷기"" refers to a hair cutting tool or device, which does not directly relate to the intention of purchasing a ""헤어 커팅 매트"" (hair cutting mat) that prevents hair from falling on the floor. The keyword does not match the specific product the user is looking for."
MATCH,아이들 그림 그릴 때 책상 더러워지는 거 막는 거 있어요?,미술용 책상 매트 구매,책상 보호대,"MATCH | The extracted keyword ""책상 보호대"" (desk protector) is relevant to the user's intention of purchasing a ""미술용 책상 매트"" (art desk mat) as both terms refer to products designed to protect the desk from dirt and damage while children are drawing."
MATCH,여행 갈 때 목 아플까 봐 받치는 거 있어요?,여행용 목베개 구매,목베개,"MATCH | The extracted keyword ""목베개"" directly relates to the user's intention of purchasing a travel neck pillow, which is a product designed to support the neck during travel."
MISMATCH,집에서 먼지 닦을 때 손 안 더러워지는 거 있어요?,청소용 장갑 / 먼지떨이 구매,먼지 닦이,"MISMATCH | The extracted keyword ""먼지 닦이"" (dust cleaner) does not directly match the target intention of purchasing ""청소용 장갑"" (cleaning gloves) or ""먼지떨이"" (duster). While it relates to cleaning, it does not specifically address the user's intention to find gloves or a duster."
MATCH,차 안에서 핸드폰 충전선 안 굴러다니게 하는 거 있어요?,케이블 클립 / 차량용 선 정리 홀더 구매,충전선 정리함,"MATCH | The extracted keyword ""충전선 정리함"" (charging cable organizer) is relevant to the user's intention of purchasing a cable clip or vehicle cable organizer, as it describes a product that serves a similar purpose of organizing and preventing charging cables from rolling around in the car."
MATCH,여름에 실내에서 바람 나오는 작은 선풍기 있어요?,미니 선풍기 구매,선풍기,"MATCH | The extracted keyword ""선풍기"" (fan) is relevant as it directly relates to the user's intention of purchasing a ""미니 선풍기"" (mini fan) for use indoors during summer."
MATCH,화장실 냄새 오래 잡아주는 거 있어요?,장시간 지속형 탈취제 구매,탈취제,"MATCH | The extracted keyword ""탈취제"" (deodorant) is relevant to the user's intention of purchasing a long-lasting deodorant for the bathroom, as it directly relates to the product they are looking for."
MATCH,아이들 우산 잃어버리지 않게 이름 적는 거 있어요?,우산 네임택 구매,이름표,"MATCH | ""이름표"" refers to a name tag, which is relevant to the intention of purchasing a name tag for an umbrella to prevent it from being lost."
